"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Mexico","MEX","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","8500","63926","160898","312647","386132","569251","688513","1021900","1740814","3349475","7731635","14077880","21757559","25928266","30097700","38451135","47128746","55395461","66559462","75303469","83193574","91383493","94583253","100727228","106747373","104948339","107688282","111730118","114326842","",
"Marshall Islands","MHL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","280","264","365","466","345","443","447","489","552","598","644","660","","","","","","","","","15500","15500","","","",
"Middle income","MIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16534","38326","73773","138814","313997","641346","1307919","2598298","5545565","11198382","20093257","36268460","59842156","109581385","201654565","323201385","459340054","633872175","887914701","1229192831","1647589478","2131912402","2687473515","3209958975","3788566765","4278498944","4567028872","4883635322","5125272785","5238042566","5536974568.55","5766140923","",
"North Macedonia","MKD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1058","12362","30087","48733","115748","223275","365346","776000","985600","1131006","1263841","1794433","1967531","1943216","2153425","2213223","2235460","2237250","2224439","2083583","2050494","2121805","",
"Mali","MLI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1187","2842","4473","6387","10398","23997","45974","247223","406861","761986","1512948","2530891","3438568","4460543","7440383","10821930","14612835","19749371","23505559","22698915","20217697","","",
"Malta","MLT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2280","3500","5300","7500","10791","12500","17691","22531","37541","114444","239416","276859","289992","306067","323980","346771","368530","385636","422083","455579","521748","532228","556652","546229","524161","564591","560010","",
"Myanmar","MMR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","643","1920","2766","7260","8492","8516","11389","13397","22671","47982","66517","92452","128700","214214","247641","367388","502005","594000","1243619","3729617","6832380","29029342","40993717","50586416","47951228","",
"Middle East & North Africa (excluding high income)","MNA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2911","3527","4955","7766","13482","17897","27278","44059","200747","359511","845233","1278498","2275258","6110957","12351259","17235061","24446759","38549390","67378454","104969989","151525888","189313083","234064131","269787686","298146900","323653857","349058638","357504633","364079454","370806420.55","351681968","",
"Montenegro","MNE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","483766","543220","643681","900000","1158032","1294167","1170000","1159112","990869","993902","1013296","1007890","1040747","1044674","",
"Mongolia","MNG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","900","2000","9032","34562","154600","195000","216000","319000","428695","557207","774900","1194583","1763178","2249023","2510470","2942313","3375205","2877584","3027243","3068156","3367573","3886167","",
"Northern Mariana Islands","MNP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","732","765","1200","","","","2905","3000","13200","17137","18619","20474","","","","","","","","","","","","","","",
"Mozambique","MOZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2500","6725","12243","51065","152652","254759","435757","708000","1503943","2339317","3079783","4405006","5970781","7224176","7855345","8804986","12401290","18482638","20134932","15025598","11875506","",
"Mauritania","MRT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15300","110463","247238","350954","522400","745615","1060122","1413967","2091992","2182249","2776050","3314767","4025478","3988195","3753330","3644483","3614172","4074157","",
"Mauritius","MUS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","2500","2912","4037","5706","11735","20843","42515","60448","102119","180000","272416","347532","462405","547745","656828","772395","928622","1033300","1086748","1190900","1294100","1485800","1533600","1652000","1762300","1814000","1839500","",
"Malawi","MWI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","382","3700","7000","10500","22500","49000","55730","86047","135114","222135","421163","620163","1050852","1507684","2485646","3117364","3951572","4646894","5290044","5632514","6566707","7178384","7772503","",
"Malaysia","MYS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","","10817","17411","27302","39419","86620","130000","200573","340022","571720","1005066","1520320","2000000","2200000","2990000","5121748","7385000","9053000","11124000","14611000","19545000","19463722","23347000","27713000","30144000","33858700","36661300","41324700","43005000","44928600","44104000","43465000","42338500","",
"North America","NAC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","","","","91600","352213","741825","1329219","2272074","3854867","5867933","8334419","12061300","17345843","26005327","36381765","47548751","59517569","74567893","92970841","118218031","139162333","153702000","173968000","199888000","220769320","248409200","269646400","283471500","298179900","311031600","324244000","332649000","339152300","384348491","412110000","426696891","427404597","",
"Namibia","NAM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3500","6644","12500","19500","30000","82000","106600","150000","223671","286095","448857","608846","800270","1052000","1631576","1950072","2194495","2146833","2727913","2670983","2549817","2659951","2647853","",
"New Caledonia","NCL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","825","2060","5198","13040","25450","49948","67917","80000","97113","116443","134265","155000","176350","196474","209595","220811","227310","231000","240500","243100","260277","","","",
"Niger","NER","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","1349","2192","2056","2126","57541","82365","172421","323853","483000","900000","1897628","2599000","3668625","4742879","5395540","7006300","8236400","8959000","7471802","8778884","",
"Nigeria","NGA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9049","12800","13000","14000","15000","20000","25000","30000","266461","1569050","3149473","9147209","18587000","32322202","40395611","62988492","74518264","87297789","95167308","112777785","127246092","138960320","150830089","154342168","144920170","",
"Nicaragua","NIC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","324","2183","4400","5100","7560","18310","44229","90294","164509","237248","466706","738624","1119379","1830220","2502281","3108002","3344563","3962247","4823534","5851723","6808930","7067860","7264151","7745512","8179876","",
"Netherlands","NLD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","4800","15300","24200","33000","56000","79000","115000","166000","216000","321000","539000","1016000","1717000","3351000","6745460","10755000","12200000","12100000","13200000","14800000","15834000","17296000","19285000","20627000","20149000","19179000","19829309","19717000","19467000","19562000","20809054","20890000","20532000","",
"Norway","NOR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","1670","11059","23473","39050","63075","87061","120029","152193","167651","196828","234423","282918","371403","588478","981305","1261445","1676763","2072000","2664000","3224000","3593000","3790000","4060829","4524750","4754453","4868916","5037650","5211207","5354554","5599286","5725447","5797502","5692052","5737961","5714890","5718740","5721255","",
"Nepal","NPL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5500","10226","17286","21881","81867","116778","227316","1157102","3268895","4200000","5597880","9195562","13354477","16608622","21362289","23021340","27516055","32120305","36096396","",
"Nauru","NRU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","450","500","600","750","850","1000","1200","1500","","","","","","","","","6200","6700","6800","","","9400","9900","","",
"New Zealand","NZL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","2400","10000","28900","54100","72300","100200","143800","239200","365000","492800","566200","790000","1395000","1542000","2288000","2449000","2599000","3027000","3530000","3802290","4251207","4620000","4700000","4710000","4820000","4922000","4766000","5100000","5600000","5800000","6400000","",
"OECD members","OED","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","99179","145291","311566","736224","1403211","2449186","4158634","7014331","10599076","15176159","21282082","30563432","48628128","77509507","121961906","173421750","250115887","370698683","524655449","626725452","691274258","763487576","854726430","950100614","1047488934","1151734842","1210126522","1241123440","1265982677","1317474754","1357982687","1388568531","1442886433","1477076413.008","1512359508","1526049363","",
"Oman","OMN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","52","747","1159","1711","2098","2730","3672","4721","5616","6751","8052","15000","53000","98000","121000","162000","323000","463000","594000","806280","1333225","1818024","2500000","3219349","3970563","4606133","4809248","5277591","5617426","6194169","6646655","6866260","6943910","",
"Other small states","OSS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","3260","6720","9573","13492","26096","37806","53303","76168","121828","221596","354120","545405","834912","1334724","2263698","3222925","4255926","5240812","7145973","8895921","11038288","14119739","17097907","19719764","22540075","25443438","27837490","30369067","32922099","34343836","35683191","31114875","",
"Pakistan","PAK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","8500","13500","16000","24662","40964","68038","135027","196096","265614","306493","742606","1698536","2404400","5022908","12771203","34506557","62856712","88019742","94342030","99185844","108894518","120151237","127737286","135762031","125899638","136489014","144525637","",
"Panama","PAN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000","23474","85883","232888","410401","475141","525845","692406","1259948","1748740","2174451","3010635","3915246","6066683","6646348","6735429","6213564","6204636","6906090","5741929","5141768","5977641","",
"Peru","PER","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1650","5700","21550","36300","52200","73543","200972","421814","742642","1013314","1273857","1793284","2306943","2930343","4092558","5583356","9120000","15417247","20951834","24700361","29115149","32461415","29388077","29793297","31880043","34235810","36933161","38915386","",
"Philippines","PHL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34600","56044","102400","171903","493862","959024","1343620","1733652","2849980","6454359","12159163","15383001","22509560","32935875","34778995","42868911","57344815","68117167","75586646","83150138","94189795","101978345","102823569","111326045","117838074","120096895","115824982","",
"Palau","PLW","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2458","3924","3924","6051","8346","10691","11667","12744","14512","15445","17151","17945","19114","23743","","","",
"Papua New Guinea","PNG","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2285","3857","5558","7059","8560","10700","15000","17500","48311","75000","100000","300000","874000","1417546","1909078","2400000","2709000","3000000","3358900","3560000","3782000","","",
"Poland","POL","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2195","15699","38942","75000","216900","812200","1928042","3956500","6747000","10004661","13898471","17401222","23096065","29166391","36745454","41388774","43926365","44806632","46952111","50160222","54086209","56972803","56905306","54537230","53001776","49828596","",
"Pre-demographic dividend","PRE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1304","12163","20985","41221","80902","153635","343977","733698","1948549","4567958","9178087","16037062","29845014","52010747","96341614","145446281","218766995","267860632","326575155","387321728","442017652","503425982","559471203","605173047","599952184","557878862","",
"Puerto Rico","PRI","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","","3917","8700","11600","20369","33410","60000","95000","175000","287000","329000","367000","580000","813800","1318099","1628161","1646932","1709062","1847927","1993465","2198845","2431512","2543587","2712220","2933988","3108372","3049697","3085146","3208824","3204993","3252176","3389402","",
"Korea, Dem. People’s Rep.","PRK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69261","431919","1000000","1700000","2420000","2800000","3240000","3606000","","",
"Portugal","PRT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2782","6500","12600","37262","101300","173508","340845","663651","1506958","3074633","4671458","6664951","7977537","8670000","10002705","10571100","11447313","12226439","13477414","14049187","11795080","12210377","12334595","11917565","11990993","11895627","11714693","11572085","11764106","",
"Paraguay","PRY","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1500","3390","7660","15807","32860","84240","231520","435611","820810","1150000","1667018","1770345","1749048","1887000","3232842","4694361","5790759","5618639","5920858","6529053","6793703","7053297","7305277","7411986","7489474","7468275","",
"West Bank and Gaza","PSE","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","0","","","","","","7076","175941","251602","264091","436628","567584","821800","1021481","1314406","1800000","2603582","2884964","3134700","3190233","3197550","3531000","3713190","4135363","",
"Pacific island small states","PSS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","2038","3615","5458","8167","11749","28988","61200","87370","105458","151359","206559","300319","411474","740150","756639","925833","1188080","1259491","1539306","1610880","1651861","1878238","2003780","1920710","",
"Post-demographic dividend","PST","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","23482","63585","99179","145291","312566","740324","1408704","2463662","4196576","7080711","10627282","15143921","21115677","30340195","48246516","76651544","120077396","169571129","241144497","349606380","486257243","573516615","627827297","691017299","768990736","859274862","953391612","1041679548","1088508290","1115506057","1128765196","1172379834","1204120782","1228472309","1280455150","1311426364.008","1339908808","1349477951","",
"French Polynesia","PYF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1150","2719","5427","11060","21929","39900","67300","52250","60100","96000","120000","152000","174847","187146","208261","215890","222827","227601","243395","255123","268334","280111","","",
"Qatar","QAT","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","","","","","","","","","3811","4057","4233","4289","11533","18469","28772","43476","65756","84365","120856","177929","266703","376535","490333","716763","919773","1264206","1429486","1948770","2186447","2302225","2601210","3310353","3305822","3740469","3652579","3913809","",
"Romania","ROU","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","800","2775","9068","17000","201000","643000","1355500","2499000","3845116","5110591","7039898","10215388","13354138","15991000","20400000","24470000","25100000","24360000","23420000","22840000","22910000","22920000","23120000","22900000","22550000","",
"Russian Federation","RUS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","6000","10000","27744","88526","223002","484883","747160","1370630","3263200","7750499","17608756","36135135","73722222","120000000","150674000","171200000","199522340","230050000","237689224","203751647","208065063","218300372","221030353","227288088","229126152","227341873","",
"Rwanda","RWA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000","11000","39000","65000","82391","130720","137271","222978","314201","635137","1322637","2429252","3548761","4446194","5690751","6689158","7747019","8759619","8921533","8819217","",
"South Asia","SAS","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3010","10300","16394","31187","54948","171460","471054","1159044","1642304","2564006","4610654","8506448","16793719","39203391","63084788","116939914","229130635","347230170","503420161","703991350","956959112","1133612137","1134455172","1190248700","1271478661","1330871634","1481310847","1548397518","",
"Saudi Arabia","SAU","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14851","15331","15828","15910","15959","16008","190736","332068","627321","836628","1375881","2528640","5007965","7238224","9175764","14164184","19700000","28400000","36000000","44864355","51564375","54000000","53000000","53104000","52735000","52796066","47932521","40210965","",
"Sudan","SDN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2200","3800","8600","13000","23000","103846","190778","527233","1048558","1827940","4683127","8218092","11991469","15339895","18093231","25056185","27658595","27657875","27796611","27938507","27807293","28644139","",
"Senegal","SEN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","122","1412","6942","27487","87879","250251","301811","553449","782423","1121314","1730106","2982623","3630804","5389133","6901492","8343717","9352868","11470646","13133772","14379729","14959477","15186485","15758366","",
"Singapore","SGP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","","","","","10827","26295","51728","81906","120000","179000","235630","306000","431010","848600","1094700","1630800","2747400","2991600","3313000","3577000","3990700","4384600","4788600","5924100","6414800","6884800","7384600","7794300","8067600","8438100","8103800","8233100","8460700","8462800","",
"Solomon Islands","SLB","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144","230","337","658","702","1093","1151","967","999","1060","3000","6000","7000","10900","30000","50000","115500","274872","302147","323105","376696","424712","416572","465331","",
"Sierra Leone","SLE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11940","26895","67000","113214","","","","776000","1008800","1160000","2000000","2137000","2210000","4000000","4756800","5657000","6279270","","",
"El Salvador","SLV","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1632","4868","13475","23270","40163","137114","511365","743628","857782","888818","1149790","1832579","2411753","3851611","6137381","6950703","7566245","7700336","8316150","8649000","8991899","9193342","9334132","9637259","9982186","",
"San Marino","SMR","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","900","1300","1900","2340","2279","2350","4980","9580","14503","15854","16759","16900","17085","17150","17390","17500","24402","29949","30587","35465","36000","36780","37600","36624","36570","38000","",
"Somalia","SOM","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80000","85000","100000","200000","500000","500000","550000","600000","627000","641000","648200","1800000","2300000","5183000","5500000","5836000","6653040","","",
"Serbia","SRB","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4729629","5510690","6643722","8452642","9618767","9912339","9915348","10182023","9137894","9198717","9344977","9155664","9094447","8626903","",
"Sub-Saharan Africa (excluding high income)","SSA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","7880","9600","17406","59142","372608","601656","1082217","2085270","3867113","6450542","11419311","17010044","25053368","35638393","54158627","90309528","135163559","184746499","261040570","316649043","387835831","471598840","544310923","617941387","680829147","751851456","751935838","726783460","",
"South Sudan","SSD","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500000","1800000","2300000","2853228","2876097","2899000","2700000","1511529","",
"Sub-Saharan Africa","SSF","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3980","7880","9600","17406","59142","372608","601706","1083260","2087517","3872303","6466858","11445272","17046727","25098099","35687622","54212996","90368334","135233899","184823777","261134046","316759711","387953418","471725434","544447403","618078177","680980483","751999700","752087695","726950742","",
"Small states","SST","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","3260","6720","9573","13492","28168","43332","66696","100051","160027","291508","445094","662205","989310","1625617","3044952","4530784","6414802","8230081","11028044","13558052","17043422","21297456","24962865","28292305","31664078","34237043","36698837","39718348","42526765","44380772","46174407","40770766","",
"Sao Tome and Principe","STP","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1980","4819","7745","11953","18424","30099","50551","80829","102730","115038","122172","125329","128500","184971","178047","173646","",
"Suriname","SUR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1078","1382","1687","2416","2258","6007","17500","41048","87000","108363","168522","212819","232785","320000","380000","657106","763912","521166","533522","569069","868600","927800","750458","806881","795871","",
"Slovak Republic","SVK","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","119","1537","3125","5946","12315","28658","200140","465364","664072","1243736","2147331","2923383","3678774","4275164","4540374","4893232","6068063","5520043","5497719","5925012","5983059","6094466","6208412","6378095","6675553","6989902","7117753","",
"Slovenia","SVN","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","523","3500","6500","16332","27301","41205","93611","161606","631411","1215601","1470085","1667234","1739146","1848637","1759232","1819572","1928412","2054899","2100435","2121950","2168548","2241160","2283573","2326386","2353926","2385757","2443172","",
"Sweden","SWE","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","20362","27236","36294","57914","73000","112600","173000","243000","349000","461200","568200","656000","774500","1381000","2008000","2492000","3169000","4109000","5126000","6372300","7178000","7949000","8801000","8785000","9104000","9607000","10116852","10014000","10440000","10992407","11454252","11848449","12014368","12312533","12638827","12543188","12435709","",
"Eswatini","SWZ","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4700","14000","33000","55000","68000","85000","145000","200000","250000","380000","531643","664432","725802","766540","805000","893000","916800","941000","995000","","",
"Sint Maarten (Dutch part)","SXM","Mobile cellular subscriptions","IT.CEL.SETS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68840","","","","","","",
"Seychelles","SYC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","1043","2247","5190","16316","25961","36683","44731","49229","54369","58806","70340","77278","93476","110668","117587","126594","136480","136790","151336","148244","151857","167282","",
"Syrian Arab Republic","SYR","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4000","30000","200000","400000","1185000","2346000","2950000","4675000","6234682","7056158","10021861","11696000","12917000","12980000","12291150","14039749","14312271","13349860","15650000","",
"Turks and Caicos Islands","TCA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","9052","19361","25085","","","","","","","","","","","","","","",
"Chad","TCD","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5500","22000","34200","65000","123000","210000","466088","918356","1600000","2281320","2875304","3665661","4402282","4561243","5251560","5465797","5585709","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","1750","2029","16169","30314","57100","102088","186258","360223","720780","1557420","3154252","6681917","11851189","19918142","31164782","54208214","104730978","180255049","262312879","347625818","446500460","537507231","650492501","826005054","1024508224","1195745840","1389427381","1599374184","1789486677","1945601010","2064688251","2091595151","2239444434","2410319380","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Mobile cellular subscriptions","IT.CEL.SETS","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","365","5101","9846","15606","32049","50147","75910","123957","280930","698724","1436108","3496795","7523479","16428011","32560122","49930384","73967290","109274445","180873820","272862447","358248987","422153834","479538114","521850898","544027216","533903481","549132074","570660650","574852056","578883366","577927701","557347922","",
