Data Source,World Development Indicators,,,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year,year
United States,USA,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.72,3.69,3.65,3.61,3.6,3.58,3.57,3.6,3.61,3.59,3.49,3.47,3.46,3.61,3.61,,
United States,USA,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.94,99.94,99.94,99.94,99.94,99.94,99.94,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.94,99.94,0,
United States,USA,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,4.88,4.93,5.01,4.9,,4.32,4.13,4,3.55,3.29,3.15,3.28,3.25,3.13,2.89,2.81,2.76,2.12,2.57,2.62,2.61,2.56,2.55,2.61,2.61,2.64,2.64,,
United States,USA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,4.22,4.25,4.25,4.09,,3.11,2.95,2.83,3.09,2.12,2.06,2.13,2.21,2.08,1.91,1.87,1.84,1.64,1.78,1.84,1.81,1.8,1.75,1.75,1.75,1.74,1.71,,
United States,USA,"Share of tariff lines with specific rates, manufactured products (%)",TM.TAX.MANF.SR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.993606,2.422622,2.479013,2.097299,1.855357,,1.623692,1.693548,0.0183055,1.74331,1.330285,1.165282,1.100724,1.146945,1.116597,1.127088,1.066466,1.077848,1.167806,1.045267,1.022664,0.9719422,0.8531373,0.8776829,0.8408118,0.9134543,0.9690578,0.9673243,,
United States,USA,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.39,6.39,6.37,6.39,6.4,,5.73,5.42,5.19,4.71,4.34,4.31,4.19,4.1,3.96,3.82,3.8,3.79,3.65,3.84,3.88,3.9,3.89,3.79,3.78,3.77,3.78,3.78,,
United States,USA,"Tariff rate, applied, simple mean, manufactured products (%)",TM.TAX.MANF.SM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,5.68,5.8,5.72,5.59,,4.89,4.67,4.53,4.64,4.01,4.02,3.94,4.11,3.63,3.4,3.33,3.23,3.03,3.2,3.09,3.07,3.14,3.11,2.98,3.04,2.97,2.96,,
United States,USA,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.87731,10.96623,11.40789,11.41503,11.50841,,9.609604,9.187134,8.960987,8.688624,7.934903,7.795129,7.72047,7.731103,6.973958,5.2148,5.03807,4.836478,5.379049,4.744632,4.460267,4.432086,4.489929,4.374896,4.32345,4.409545,4.55678,4.556298,,
United States,USA,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.75,3.74,3.72,3.7,3.7,3.69,3.71,3.75,3.76,3.75,3.66,3.65,3.63,3.46,3.46,,
United States,USA,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,
United States,USA,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,1,1,1,1,1,0.8,0.9,0.8,0.9,0.7,0.7,0.8,0.8,
United States,USA,"Smoking prevalence, males (% of adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.5,,,,,31,,,,,27.8,27.3,26.8,26.2,25.6,25.1,24.6,,
United States,USA,"Smoking prevalence, females (% of adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,25,,,,,22,21.5,21.1,20.5,20,19.6,19.1,,
United States,USA,"Smoking prevalence, total (ages 15+)",SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,27.9,,,,,24.8,24.3,23.9,23.3,22.8,22.3,21.8,,
United States,USA,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,15.7,15.4,15,14.5,14.1,13.6,13.2,12.7,12.3,12,11.8,11.7,11.7,11.8,12.1,12.4,12.7,13.1,13.5,13.9,14.3,14.7,15,15.4,15.8,16.2,,
United States,USA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024285559608741,0.024316508228658,0.023702810506844,0.023971857304281,0.023742357000754,0.023368593186569,0.022338610728308,0.021538092876034,0.021417495396949,0.02235250013586,0.022991540133806,0.024125545805624,0.024810215220249,0.025682734336045,0.025735777721409,0.02620133737362,0.02664601646271,0.026912357342155,0.027375140165224,0.02830379079924,0.027482038876719,0.027353197729326,0.026997917213455,0.02662450821479,0.026312928369043,0.026115561166095,,,
United States,USA,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,4100,4200,4200,4200,4300,4500,4600,4700,4500,4300,4100,4000,3900,3900,3800,3800,3700,3700,3500,3600,3700,3700,3800,3800,3800,,,
United States,USA,Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,470,460,470,470,470,450,440,440,460,480,500,520,540,540,560,570,570,580,600,580,580,570,570,560,550,,,
United States,USA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56,,,,54.71,,,
United States,USA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.1,,,,,1.2,,,,,1.2,,,,,1.3,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,,1.7,1.7,1.8,1.8,1.8,1.8,1.9,1.9,1.9,,2.428,2,2.1,2.1,2.2,2.583,2.2,2.3,,2.704,,2.402,2.41,2.416,2.422,2.429,2.458,2.492,2.554,2.568,,,,
United States,USA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.919,,,,,9.437,,,,,9.884,,,,,,,,,,,,,
United States,USA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,9.19999980926514,,,,,8.80000019073486,,,,,7.90000009536743,7.5,7.40000009536743,7.19999980926514,7.09999990463257,6.80000019073486,6.59999990463257,6.40000009536743,6.19999980926514,6.09999990463257,6,5.90000009536743,5.90000009536743,5.80000019073486,5.69999980926514,5.5,5.40000009536743,5.19999980926514,5.09999990463257,5,4.9000000954,4.8000001907,4.5999999046,4.5,4.3000001907,4.0999999046,3.9000000954,3.7999999523,3.7000000477,3.5999999046,3.5,3.5,3.4000000954,3.3,,3.2,3.1,3.1,3.1,3.1,3,2.9,2.9,2.9,,,,,
United States,USA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,86,97,97,98,98,97,97,82,98,94,90,87,83,84,89,88,91,91,92,92,91,91,91,93,93,92,92,92,92,90,92,92,91,92,92,92,92,92,
United States,USA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,86,83,88,94,95,95,96,96,96,94,94,94,96,96,96,96,96,96,95,95,96,94,94,95,95,95,95,
United States,USA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,42,68,82,84,87,88,90,89,88,92,92,93,93,93,94,92,92,91,90,91,92,92,93,93,
United States,USA,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Incidence of HIV (% of uninfected population ages 15-49),SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,44000,42000,41000,40000,39000,39000,39000,,,
United States,USA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9541342528534,98.9610777193488,98.967980580777,98.974842837138,98.9816644884317,98.988404929591,98.9952265808847,99.0020482321785,99.0089104885394,99.0158133499676,99.0227162113958,,,
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,99.653064578238,,,
United States,USA,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1481811287898,99.153471445834,99.1587308253516,99.1639592673426,99.1691567718071,99.1742924012184,99.1794899056828,99.1846874101473,99.1899158521383,99.1951752316559,99.2004346111735,,,
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,99.7691591621856,,,
United States,USA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,96.6754065047732,,,
United States,USA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,,86.8,,,,,,,,,,,,86.1,,,,,86.4,86.3,,83.4,,,,77.2,,,,
United States,USA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,,,,,,,,,15.9,15.5,15,14.4,13.6,12.9,12.2,11.5,10.8,10.1,9.5,8.9,8.4,8,7.7,7.5,7.2,6.9,6.7,6.5,6.3,6,5.8,5.6,5.4,5.3,5.1,5,4.9,4.8,4.7,4.7,4.6,4.6,4.7,4.6,4.5,4.5,4.5,4.5,4.4,4.2,4,4,4,4,3.9,3.8,3.7,3.6,
United States,USA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,16,,,,,14.5,,,,,14.3,14.6,,
United States,USA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,,,,,19.2,,,,,17.4,,,,,17.2,17.5,,
United States,USA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,,,,,13,,,,,11.7,,,,,11.6,11.8,,
United States,USA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,9.3,,,,,,,,,,8,,,,,7.4,,7.2,
United States,USA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,7.6,,,,,,,,,,6.6,,,,,6.2,,6,
United States,USA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30.1,29.5,28.9,28.3,27.7,27.1,26.4,25.7,24.9,24.1,23.3,22.4,21.5,20.6,19.7,18.8,17.9,17.1,16.3,15.6,15,14.4,13.9,13.4,13,12.7,12.4,12.1,11.9,11.6,11.2,10.9,10.5,10.1,9.8,9.5,9.2,8.9,8.7,8.6,8.4,8.3,8.2,8.1,8.1,8,7.9,7.7,7.6,7.5,7.3,7.2,7.1,7,6.9,6.8,6.7,6.6,
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,1.8,,,,,,,,,,1.3,,,,,1.3,,1.3,
United States,USA,Number of neonatal deaths,SH.DTH.NMRT,,,,,,,,,,54456,51769,48845,45836,42918,40190,37729,35554,33560,31641,29944,28733,28044,27589,27097,26533,26000,25529,25001,24305,23515,22793,22187,21595,20932,20264,19736,19388,19080,18692,18353,18287,18539,18799,18789,18617,18578,18721,18649,18023,17077,16326,16007,15903,15787,15608,15377,15106,14839,
United States,USA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,88.4,,,,,88.2,88.3,,
United States,USA,Number of under-five deaths,SH.DTH.MORT,127104,123616,119626,115256,110572,105685,100694,95666,90701,85893,81272,76894,72759,68874,65258,61922,58926,56322,54109,52279,50776,49553,48593,47855,47293,46857,46487,46092,45604,44951,44067,42973,41681,40287,38860,37502,36281,35243,34423,33799,33360,33088,32930,32848,32789,32655,32390,31954,31351,30611,29814,29023,28310,27749,27351,27115,26971,26867,
United States,USA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,,,,,,6.2,,,,,6.4,6.6,,
United States,USA,Number of infant deaths,SH.DTH.IMRT,109480,106130,102411,98423,94271,90073,85615,81314,76917,72803,68997,65199,61674,58378,55287,52410,49759,47612,45661,44143,43016,41952,41196,40405,39856,39541,39151,38693,38500,37924,36942,36187,34990,33692,32651,31568,30480,29426,28762,28496,27974,27852,27777,27717,27987,27869,27670,27015,26611,26116,25225,24677,24170,23742,23413,23184,23037,22943,
United States,USA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,,,,,,5.4,,,,,5.4,5.2,,
United States,USA,Number of deaths ages 5-14 years,SH.DTH.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8631,,,,,,,,,,7667,,,,,,,,,,5535,,,,,5427,,5558,
United States,USA,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10.9,10.1,9.4,8.9,8.5,8.2,7.9,7.7,7.6,7.5,7.5,7.6,7.8,8,8.3,8.6,9,9.4,9.7,10.1,10.4,10.7,11.2,11.6,12.3,13.2,,
United States,USA,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,12.5,10.8,9.4,8.4,7.6,7.1,6.8,6.5,6.3,6.2,6.2,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.2,6.3,6.4,6.6,6.8,7.2,7.8,8.5,,
United States,USA,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,11.1,10.3,9.6,9.1,8.7,8.4,8.1,7.9,7.7,7.7,7.7,7.8,7.9,8.1,8.4,8.8,9.1,9.5,9.8,10.2,10.5,10.9,11.3,11.8,12.4,13.3,,
United States,USA,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,15.8,,
United States,USA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,,,,,,9.8,,
United States,USA,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,4.1,,
United States,USA,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,9.79,9.65,9.58,9.93,9.44,9.79,9.93,9.65,9.38,9.72,9.72,9.79,,,
United States,USA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53,16.67,16.53,16.25,16.04,15.63,15.9,15.35,15.21,15.28,15.63,15.56,15.9,,,
United States,USA,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,
United States,USA,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5817,,,3.206959,,3.561789,,3.44804,,3.650306,,3.506325
United States,USA,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.07113,,,4.152495,,4.138655,,4.184653,,4.152011,,4.045132
United States,USA,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51919,,,3.680546,,3.671812,,3.728529,,3.752486,,3.775142
United States,USA,"Lead time to import, median case (days)",LP.IMP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,4.04,,2,,2,,3,,
United States,USA,"Lead time to export, median case (days)",LP.EXP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,2.82,,2,,2,,3,,
United States,USA,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784728502202794,1.16319372626656,1.72420253908365,2.27167329376237,4.862780634624,9.23708829729378,16.4193529600768,21.6164009686742,30.093196588091,35.8487244559914,43.0791626375201,49.0808315896951,58.7854038836952,61.6971171244207,64.7582564759896,67.968052915002,68.9311932699721,75,74,71,71.69,69.7294607619268,74.7,71.4,73,74.5542024462761,76.176736982841,,
United States,USA,Secure Internet servers (per 1 million people),IT.NET.SECR.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.62513249526,2985.6829074482,3840.28292173088,4300.75143128357,5125.74244397818,6352.91559562488,11423.2813940165,30282.4232228659,65576.0309396172
United States,USA,Secure Internet servers,IT.NET.SECR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767662,930471,1205823,1360046,1633177,2039539,3694357,9863566,21517004
United States,USA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256185429154852,0.98768683582111,2.50720063478487,4.49103198856421,6.9151567023376,9.56610326194308,12.7683757141655,17.3335264101571,20.2257112338599,23.8540089673761,25.4240584116901,26.1346545931567,27.3851798445271,28.3930590462303,29.5255477705756,30.4344969394303,30.7850862035448,31.9483223601855,33.0023993914823,33.852611042508,
United States,USA,Fixed broadband subscriptions,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705900,2754286,7069874,12792812,19881549,27744342,37352520,51156350,60237701,71704000,77130000,79992000,84522000,88317000,92514000,96032000,97810000,102212000,106327000,109838000,
United States,USA,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,26.3741059628273,,,,,29.1714047866347,,,,,32.9403165207575,,,,,36.7304081923276,37.4264571495609,38.2520391602083,39.224277906087,40.098879139118,41.0344479581513,45.5116383356426,45.9223531045429,46.801563453245,47.1764754647618,48.1620416592823,48.6588396613091,50.0357848309382,51.2985304867431,52.5780226054214,53.90022094409,54.6771185275359,55.6765204669957,56.9594850609022,58.4026152907987,60.0992591065544,61.9210862433062,63.8896169445463,65.2712132504606,67.9554086836923,68.2711906611545,67.2526564820023,65.8245690406114,63.0744335580945,60.7407949708669,59.3505357500672,56.2271717578556,52.7014949591257,53.6509272560861,49.9460327485204,48.4873397942922,46.0756686645457,44.2321518177024,42.2242516112453,40.4429981773284,39.0236386141005,37.7211959149307,36.9543852693857,
United States,USA,Fixed telephone subscriptions,IT.MLT.MAIN,49269000,,,,,58289000,,,,,69039000,,,,,80515000,82802000,85426000,88431000,91265000,94282000,105559222,107519214,110612689,112550739,115985813,118289121,122789249,127086765,131504568,136114201,139412884,143341581,148106159,153447946,159659000,166446000,173867000,179850000,189502000,192513000,191570800,189250143,182933281,177690711,175160940,167459899,158418151,162763000,152873000,149652000,143319000,138595000,133233000,128495000,124848000,121530000,119902000,
